County,Sex,Census Year,Statistic,value
Leitrim,Female,1911,Population at Each Census from 1841 to 2016 (Number),30823
Leitrim,Female,1926,Population at Each Census from 1841 to 2016 (Number),26660
Leitrim,Female,1936,Population at Each Census from 1841 to 2016 (Number),23571
Leitrim,Female,1946,Population at Each Census from 1841 to 2016 (Number),20526
Leitrim,Female,1951,Population at Each Census from 1841 to 2016 (Number),18835
Leitrim,Female,1956,Population at Each Census from 1841 to 2016 (Number),17070
Leitrim,Female,1961,Population at Each Census from 1841 to 2016 (Number),15439
Leitrim,Female,1966,Population at Each Census from 1841 to 2016 (Number),14128
Leitrim,Female,1971,Population at Each Census from 1841 to 2016 (Number),13091
Leitrim,Female,1979,Population at Each Census from 1841 to 2016 (Number),12966
Leitrim,Female,1981,Population at Each Census from 1841 to 2016 (Number),12910
Leitrim,Female,1986,Population at Each Census from 1841 to 2016 (Number),12830
Leitrim,Female,1991,Population at Each Census from 1841 to 2016 (Number),12098
Leitrim,Female,1996,Population at Each Census from 1841 to 2016 (Number),12013
Leitrim,Female,2002,Population at Each Census from 1841 to 2016 (Number),12475
Leitrim,Female,2006,Population at Each Census from 1841 to 2016 (Number),14047
Leitrim,Female,2011,Population at Each Census from 1841 to 2016 (Number),15654
Leitrim,Female,2016,Population at Each Census from 1841 to 2016 (Number),15980
Mayo,Both sexes,1841,Population at Each Census from 1841 to 2016 (Number),388887
Mayo,Both sexes,1851,Population at Each Census from 1841 to 2016 (Number),274499
Mayo,Both sexes,1861,Population at Each Census from 1841 to 2016 (Number),254796
Mayo,Both sexes,1871,Population at Each Census from 1841 to 2016 (Number),246030
Mayo,Both sexes,1881,Population at Each Census from 1841 to 2016 (Number),245212
Mayo,Both sexes,1891,Population at Each Census from 1841 to 2016 (Number),219034
Mayo,Both sexes,1901,Population at Each Census from 1841 to 2016 (Number),199166
Mayo,Both sexes,1911,Population at Each Census from 1841 to 2016 (Number),192177
Mayo,Both sexes,1926,Population at Each Census from 1841 to 2016 (Number),172690
Mayo,Both sexes,1936,Population at Each Census from 1841 to 2016 (Number),161349
Mayo,Both sexes,1946,Population at Each Census from 1841 to 2016 (Number),148120
Mayo,Both sexes,1951,Population at Each Census from 1841 to 2016 (Number),141867
Mayo,Both sexes,1956,Population at Each Census from 1841 to 2016 (Number),133052
Mayo,Both sexes,1961,Population at Each Census from 1841 to 2016 (Number),123330
Mayo,Both sexes,1966,Population at Each Census from 1841 to 2016 (Number),115547
Mayo,Both sexes,1971,Population at Each Census from 1841 to 2016 (Number),109525
Mayo,Both sexes,1979,Population at Each Census from 1841 to 2016 (Number),114019
Mayo,Both sexes,1981,Population at Each Census from 1841 to 2016 (Number),114766
Mayo,Both sexes,1986,Population at Each Census from 1841 to 2016 (Number),115184
Mayo,Both sexes,1991,Population at Each Census from 1841 to 2016 (Number),110713
Mayo,Both sexes,1996,Population at Each Census from 1841 to 2016 (Number),111524
Mayo,Both sexes,2002,Population at Each Census from 1841 to 2016 (Number),117446
Mayo,Both sexes,2006,Population at Each Census from 1841 to 2016 (Number),123839
Mayo,Both sexes,2011,Population at Each Census from 1841 to 2016 (Number),130638
Mayo,Both sexes,2016,Population at Each Census from 1841 to 2016 (Number),130507
Mayo,Male,1841,Population at Each Census from 1841 to 2016 (Number),194198
Mayo,Male,1851,Population at Each Census from 1841 to 2016 (Number),133264
Mayo,Male,1861,Population at Each Census from 1841 to 2016 (Number),125636
Mayo,Male,1871,Population at Each Census from 1841 to 2016 (Number),120877
Mayo,Male,1881,Population at Each Census from 1841 to 2016 (Number),119421
Mayo,Male,1891,Population at Each Census from 1841 to 2016 (Number),107498
Mayo,Male,1901,Population at Each Census from 1841 to 2016 (Number),97564
Mayo,Male,1911,Population at Each Census from 1841 to 2016 (Number),96345
Mayo,Male,1926,Population at Each Census from 1841 to 2016 (Number),86778
Mayo,Male,1936,Population at Each Census from 1841 to 2016 (Number),83213
Mayo,Male,1946,Population at Each Census from 1841 to 2016 (Number),75073
Mayo,Male,1951,Population at Each Census from 1841 to 2016 (Number),73345
Mayo,Male,1956,Population at Each Census from 1841 to 2016 (Number),68879
Mayo,Male,1961,Population at Each Census from 1841 to 2016 (Number),63844
Mayo,Male,1966,Population at Each Census from 1841 to 2016 (Number),59829
Mayo,Male,1971,Population at Each Census from 1841 to 2016 (Number),56402
Mayo,Male,1979,Population at Each Census from 1841 to 2016 (Number),58489
Mayo,Male,1981,Population at Each Census from 1841 to 2016 (Number),58987
Mayo,Male,1986,Population at Each Census from 1841 to 2016 (Number),58729
Mayo,Male,1991,Population at Each Census from 1841 to 2016 (Number),55981
Mayo,Male,1996,Population at Each Census from 1841 to 2016 (Number),56371
Mayo,Male,2002,Population at Each Census from 1841 to 2016 (Number),59149
Mayo,Male,2006,Population at Each Census from 1841 to 2016 (Number),62636
Mayo,Male,2011,Population at Each Census from 1841 to 2016 (Number),65420
Mayo,Male,2016,Population at Each Census from 1841 to 2016 (Number),65047
Mayo,Female,1841,Population at Each Census from 1841 to 2016 (Number),194689
Mayo,Female,1851,Population at Each Census from 1841 to 2016 (Number),141235
Mayo,Female,1861,Population at Each Census from 1841 to 2016 (Number),129160
Mayo,Female,1871,Population at Each Census from 1841 to 2016 (Number),125153
Mayo,Female,1881,Population at Each Census from 1841 to 2016 (Number),125791
Mayo,Female,1891,Population at Each Census from 1841 to 2016 (Number),111536
Mayo,Female,1901,Population at Each Census from 1841 to 2016 (Number),101602
Mayo,Female,1911,Population at Each Census from 1841 to 2016 (Number),95832
Mayo,Female,1926,Population at Each Census from 1841 to 2016 (Number),85912
Mayo,Female,1936,Population at Each Census from 1841 to 2016 (Number),78136
Mayo,Female,1946,Population at Each Census from 1841 to 2016 (Number),73047
Mayo,Female,1951,Population at Each Census from 1841 to 2016 (Number),68522
Mayo,Female,1956,Population at Each Census from 1841 to 2016 (Number),64173
Mayo,Female,1961,Population at Each Census from 1841 to 2016 (Number),59486
Mayo,Female,1966,Population at Each Census from 1841 to 2016 (Number),55718
Mayo,Female,1971,Population at Each Census from 1841 to 2016 (Number),53123
Mayo,Female,1979,Population at Each Census from 1841 to 2016 (Number),55530
Mayo,Female,1981,Population at Each Census from 1841 to 2016 (Number),55779
Mayo,Female,1986,Population at Each Census from 1841 to 2016 (Number),56455
Mayo,Female,1991,Population at Each Census from 1841 to 2016 (Number),54732
Mayo,Female,1996,Population at Each Census from 1841 to 2016 (Number),55153
Mayo,Female,2002,Population at Each Census from 1841 to 2016 (Number),58297
Mayo,Female,2006,Population at Each Census from 1841 to 2016 (Number),61203
Mayo,Female,2011,Population at Each Census from 1841 to 2016 (Number),65218
Mayo,Female,2016,Population at Each Census from 1841 to 2016 (Number),65460
Roscommon,Both sexes,1841,Population at Each Census from 1841 to 2016 (Number),253591
Roscommon,Both sexes,1851,Population at Each Census from 1841 to 2016 (Number),173436
Roscommon,Both sexes,1861,Population at Each Census from 1841 to 2016 (Number),157272
Roscommon,Both sexes,1871,Population at Each Census from 1841 to 2016 (Number),140670
Roscommon,Both sexes,1881,Population at Each Census from 1841 to 2016 (Number),132490
Roscommon,Both sexes,1891,Population at Each Census from 1841 to 2016 (Number),114397
Roscommon,Both sexes,1901,Population at Each Census from 1841 to 2016 (Number),101791
Roscommon,Both sexes,1911,Population at Each Census from 1841 to 2016 (Number),93956
Roscommon,Both sexes,1926,Population at Each Census from 1841 to 2016 (Number),83556
Roscommon,Both sexes,1936,Population at Each Census from 1841 to 2016 (Number),77566
Roscommon,Both sexes,1946,Population at Each Census from 1841 to 2016 (Number),72510
Roscommon,Both sexes,1951,Population at Each Census from 1841 to 2016 (Number),68102
Roscommon,Both sexes,1956,Population at Each Census from 1841 to 2016 (Number),63710
Roscommon,Both sexes,1961,Population at Each Census from 1841 to 2016 (Number),59217
Roscommon,Both sexes,1966,Population at Each Census from 1841 to 2016 (Number),56228
Roscommon,Both sexes,1971,Population at Each Census from 1841 to 2016 (Number),53519
Roscommon,Both sexes,1979,Population at Each Census from 1841 to 2016 (Number),54189
Roscommon,Both sexes,1981,Population at Each Census from 1841 to 2016 (Number),54543
Roscommon,Both sexes,1986,Population at Each Census from 1841 to 2016 (Number),54592
Roscommon,Both sexes,1991,Population at Each Census from 1841 to 2016 (Number),51897
Roscommon,Both sexes,1996,Population at Each Census from 1841 to 2016 (Number),51975
Roscommon,Both sexes,2002,Population at Each Census from 1841 to 2016 (Number),53774
Roscommon,Both sexes,2006,Population at Each Census from 1841 to 2016 (Number),58768
Roscommon,Both sexes,2011,Population at Each Census from 1841 to 2016 (Number),64065
Roscommon,Both sexes,2016,Population at Each Census from 1841 to 2016 (Number),64544
Roscommon,Male,1841,Population at Each Census from 1841 to 2016 (Number),127016
Roscommon,Male,1851,Population at Each Census from 1841 to 2016 (Number),86411
Roscommon,Male,1861,Population at Each Census from 1841 to 2016 (Number),79841
Roscommon,Male,1871,Population at Each Census from 1841 to 2016 (Number),70647
Roscommon,Male,1881,Population at Each Census from 1841 to 2016 (Number),66657
Roscommon,Male,1891,Population at Each Census from 1841 to 2016 (Number),58000
Roscommon,Male,1901,Population at Each Census from 1841 to 2016 (Number),51233
Roscommon,Male,1911,Population at Each Census from 1841 to 2016 (Number),48522
Roscommon,Male,1926,Population at Each Census from 1841 to 2016 (Number),43281
Roscommon,Male,1936,Population at Each Census from 1841 to 2016 (Number),41308
Roscommon,Male,1946,Population at Each Census from 1841 to 2016 (Number),38845
Roscommon,Male,1951,Population at Each Census from 1841 to 2016 (Number),36626
Roscommon,Male,1956,Population at Each Census from 1841 to 2016 (Number),34078
Roscommon,Male,1961,Population at Each Census from 1841 to 2016 (Number),31477
Roscommon,Male,1966,Population at Each Census from 1841 to 2016 (Number),29782
Roscommon,Male,1971,Population at Each Census from 1841 to 2016 (Number),28294
Roscommon,Male,1979,Population at Each Census from 1841 to 2016 (Number),28475
Roscommon,Male,1981,Population at Each Census from 1841 to 2016 (Number),28653
Roscommon,Male,1986,Population at Each Census from 1841 to 2016 (Number),28351
Roscommon,Male,1991,Population at Each Census from 1841 to 2016 (Number),26694
Roscommon,Male,1996,Population at Each Census from 1841 to 2016 (Number),26695
Roscommon,Male,2002,Population at Each Census from 1841 to 2016 (Number),27583
Roscommon,Male,2006,Population at Each Census from 1841 to 2016 (Number),30178
Roscommon,Male,2011,Population at Each Census from 1841 to 2016 (Number),32353
Roscommon,Male,2016,Population at Each Census from 1841 to 2016 (Number),32377
Roscommon,Female,1841,Population at Each Census from 1841 to 2016 (Number),126575
Roscommon,Female,1851,Population at Each Census from 1841 to 2016 (Number),87025
Roscommon,Female,1861,Population at Each Census from 1841 to 2016 (Number),77431
Roscommon,Female,1871,Population at Each Census from 1841 to 2016 (Number),70023
Roscommon,Female,1881,Population at Each Census from 1841 to 2016 (Number),65833
Roscommon,Female,1891,Population at Each Census from 1841 to 2016 (Number),56397
Roscommon,Female,1901,Population at Each Census from 1841 to 2016 (Number),50558
Roscommon,Female,1911,Population at Each Census from 1841 to 2016 (Number),45434
Roscommon,Female,1926,Population at Each Census from 1841 to 2016 (Number),40275
Roscommon,Female,1936,Population at Each Census from 1841 to 2016 (Number),36258
Roscommon,Female,1946,Population at Each Census from 1841 to 2016 (Number),33665
Roscommon,Female,1951,Population at Each Census from 1841 to 2016 (Number),31476
Roscommon,Female,1956,Population at Each Census from 1841 to 2016 (Number),29632
Roscommon,Female,1961,Population at Each Census from 1841 to 2016 (Number),27740
Roscommon,Female,1966,Population at Each Census from 1841 to 2016 (Number),26446
Roscommon,Female,1971,Population at Each Census from 1841 to 2016 (Number),25225
Roscommon,Female,1979,Population at Each Census from 1841 to 2016 (Number),25714
Roscommon,Female,1981,Population at Each Census from 1841 to 2016 (Number),25890
Roscommon,Female,1986,Population at Each Census from 1841 to 2016 (Number),26241
Roscommon,Female,1991,Population at Each Census from 1841 to 2016 (Number),25203
Roscommon,Female,1996,Population at Each Census from 1841 to 2016 (Number),25280
Roscommon,Female,2002,Population at Each Census from 1841 to 2016 (Number),26191
Roscommon,Female,2006,Population at Each Census from 1841 to 2016 (Number),28590
Roscommon,Female,2011,Population at Each Census from 1841 to 2016 (Number),31712
Roscommon,Female,2016,Population at Each Census from 1841 to 2016 (Number),32167
Sligo,Both sexes,1841,Population at Each Census from 1841 to 2016 (Number),180886
Sligo,Both sexes,1851,Population at Each Census from 1841 to 2016 (Number),128515
Sligo,Both sexes,1861,Population at Each Census from 1841 to 2016 (Number),124845
Sligo,Both sexes,1871,Population at Each Census from 1841 to 2016 (Number),115493
Sligo,Both sexes,1881,Population at Each Census from 1841 to 2016 (Number),111578
Sligo,Both sexes,1891,Population at Each Census from 1841 to 2016 (Number),98013
Sligo,Both sexes,1901,Population at Each Census from 1841 to 2016 (Number),84083
Sligo,Both sexes,1911,Population at Each Census from 1841 to 2016 (Number),79045
Sligo,Both sexes,1926,Population at Each Census from 1841 to 2016 (Number),71388
Sligo,Both sexes,1936,Population at Each Census from 1841 to 2016 (Number),67447
Sligo,Both sexes,1946,Population at Each Census from 1841 to 2016 (Number),62375
Sligo,Both sexes,1951,Population at Each Census from 1841 to 2016 (Number),60513
Sligo,Both sexes,1956,Population at Each Census from 1841 to 2016 (Number),56850
Sligo,Both sexes,1961,Population at Each Census from 1841 to 2016 (Number),53561
Sligo,Both sexes,1966,Population at Each Census from 1841 to 2016 (Number),51263
Sligo,Both sexes,1971,Population at Each Census from 1841 to 2016 (Number),50275
Sligo,Both sexes,1979,Population at Each Census from 1841 to 2016 (Number),54610
Sligo,Both sexes,1981,Population at Each Census from 1841 to 2016 (Number),55474
Sligo,Both sexes,1986,Population at Each Census from 1841 to 2016 (Number),56046
Sligo,Both sexes,1991,Population at Each Census from 1841 to 2016 (Number),54756
Sligo,Both sexes,1996,Population at Each Census from 1841 to 2016 (Number),55821
Sligo,Both sexes,2002,Population at Each Census from 1841 to 2016 (Number),58200
Sligo,Both sexes,2006,Population at Each Census from 1841 to 2016 (Number),60894
Sligo,Both sexes,2011,Population at Each Census from 1841 to 2016 (Number),65393
Sligo,Both sexes,2016,Population at Each Census from 1841 to 2016 (Number),65535
Sligo,Male,1841,Population at Each Census from 1841 to 2016 (Number),89563
Sligo,Male,1851,Population at Each Census from 1841 to 2016 (Number),62881
Sligo,Male,1861,Population at Each Census from 1841 to 2016 (Number),61939
Sligo,Male,1871,Population at Each Census from 1841 to 2016 (Number),56984
Sligo,Male,1881,Population at Each Census from 1841 to 2016 (Number),55144
Sligo,Male,1891,Population at Each Census from 1841 to 2016 (Number),48670
Sligo,Male,1901,Population at Each Census from 1841 to 2016 (Number),41849
Sligo,Male,1911,Population at Each Census from 1841 to 2016 (Number),40060
Sligo,Male,1926,Population at Each Census from 1841 to 2016 (Number),36666
Sligo,Male,1936,Population at Each Census from 1841 to 2016 (Number),35371
Sligo,Male,1946,Population at Each Census from 1841 to 2016 (Number),32376
Sligo,Male,1951,Population at Each Census from 1841 to 2016 (Number),31469
Sligo,Male,1956,Population at Each Census from 1841 to 2016 (Number),29392
Sligo,Male,1961,Population at Each Census from 1841 to 2016 (Number),27638
Sligo,Male,1966,Population at Each Census from 1841 to 2016 (Number),26346
Sligo,Male,1971,Population at Each Census from 1841 to 2016 (Number),25887
Sligo,Male,1979,Population at Each Census from 1841 to 2016 (Number),27806
Sligo,Male,1981,Population at Each Census from 1841 to 2016 (Number),28183
Sligo,Male,1986,Population at Each Census from 1841 to 2016 (Number),28184
Sligo,Male,1991,Population at Each Census from 1841 to 2016 (Number),27248
Sligo,Male,1996,Population at Each Census from 1841 to 2016 (Number),27748
Sligo,Male,2002,Population at Each Census from 1841 to 2016 (Number),28771
Sligo,Male,2006,Population at Each Census from 1841 to 2016 (Number),30257
Sligo,Male,2011,Population at Each Census from 1841 to 2016 (Number),32435
Sligo,Male,2016,Population at Each Census from 1841 to 2016 (Number),32365
Sligo,Female,1841,Population at Each Census from 1841 to 2016 (Number),91323
Sligo,Female,1851,Population at Each Census from 1841 to 2016 (Number),65634
Sligo,Female,1861,Population at Each Census from 1841 to 2016 (Number),62906
Sligo,Female,1871,Population at Each Census from 1841 to 2016 (Number),58509
Sligo,Female,1881,Population at Each Census from 1841 to 2016 (Number),56434
Sligo,Female,1891,Population at Each Census from 1841 to 2016 (Number),49343
Sligo,Female,1901,Population at Each Census from 1841 to 2016 (Number),42234
Sligo,Female,1911,Population at Each Census from 1841 to 2016 (Number),38985
Sligo,Female,1926,Population at Each Census from 1841 to 2016 (Number),34722
Sligo,Female,1936,Population at Each Census from 1841 to 2016 (Number),32076
Sligo,Female,1946,Population at Each Census from 1841 to 2016 (Number),29999
Sligo,Female,1951,Population at Each Census from 1841 to 2016 (Number),29044
Sligo,Female,1956,Population at Each Census from 1841 to 2016 (Number),27458
Sligo,Female,1961,Population at Each Census from 1841 to 2016 (Number),25923
Sligo,Female,1966,Population at Each Census from 1841 to 2016 (Number),24917
Sligo,Female,1971,Population at Each Census from 1841 to 2016 (Number),24388
Sligo,Female,1979,Population at Each Census from 1841 to 2016 (Number),26804
Sligo,Female,1981,Population at Each Census from 1841 to 2016 (Number),27291
Sligo,Female,1986,Population at Each Census from 1841 to 2016 (Number),27862
Sligo,Female,1991,Population at Each Census from 1841 to 2016 (Number),27508
Sligo,Female,1996,Population at Each Census from 1841 to 2016 (Number),28073
Sligo,Female,2002,Population at Each Census from 1841 to 2016 (Number),29429
Sligo,Female,2006,Population at Each Census from 1841 to 2016 (Number),30637
Sligo,Female,2011,Population at Each Census from 1841 to 2016 (Number),32958
Sligo,Female,2016,Population at Each Census from 1841 to 2016 (Number),33170
Cavan,Both sexes,1841,Population at Each Census from 1841 to 2016 (Number),243158
Cavan,Both sexes,1851,Population at Each Census from 1841 to 2016 (Number),174071
Cavan,Both sexes,1861,Population at Each Census from 1841 to 2016 (Number),153906
Cavan,Both sexes,1871,Population at Each Census from 1841 to 2016 (Number),140735
Cavan,Both sexes,1881,Population at Each Census from 1841 to 2016 (Number),129476
Cavan,Both sexes,1891,Population at Each Census from 1841 to 2016 (Number),111917
Cavan,Both sexes,1901,Population at Each Census from 1841 to 2016 (Number),97541
Cavan,Both sexes,1911,Population at Each Census from 1841 to 2016 (Number),91173
Cavan,Both sexes,1926,Population at Each Census from 1841 to 2016 (Number),82452
Cavan,Both sexes,1936,Population at Each Census from 1841 to 2016 (Number),76670
Cavan,Both sexes,1946,Population at Each Census from 1841 to 2016 (Number),70355
Cavan,Both sexes,1951,Population at Each Census from 1841 to 2016 (Number),66377
Cavan,Both sexes,1956,Population at Each Census from 1841 to 2016 (Number),61740
Cavan,Both sexes,1961,Population at Each Census from 1841 to 2016 (Number),56594
Cavan,Both sexes,1966,Population at Each Census from 1841 to 2016 (Number),54022
Cavan,Both sexes,1971,Population at Each Census from 1841 to 2016 (Number),52618
Cavan,Both sexes,1979,Population at Each Census from 1841 to 2016 (Number),53720
Cavan,Both sexes,1981,Population at Each Census from 1841 to 2016 (Number),53855
Cavan,Both sexes,1986,Population at Each Census from 1841 to 2016 (Number),53965
Cavan,Both sexes,1991,Population at Each Census from 1841 to 2016 (Number),52796
Cavan,Both sexes,1996,Population at Each Census from 1841 to 2016 (Number),52944
Cavan,Both sexes,2002,Population at Each Census from 1841 to 2016 (Number),56546
Cavan,Both sexes,2006,Population at Each Census from 1841 to 2016 (Number),64003
Cavan,Both sexes,2011,Population at Each Census from 1841 to 2016 (Number),73183
Cavan,Both sexes,2016,Population at Each Census from 1841 to 2016 (Number),76176
Cavan,Male,1841,Population at Each Census from 1841 to 2016 (Number),120814
Cavan,Male,1851,Population at Each Census from 1841 to 2016 (Number),86610
Cavan,Male,1861,Population at Each Census from 1841 to 2016 (Number),77503
Cavan,Male,1871,Population at Each Census from 1841 to 2016 (Number),70479
Cavan,Male,1881,Population at Each Census from 1841 to 2016 (Number),64637
Cavan,Male,1891,Population at Each Census from 1841 to 2016 (Number),56772
Cavan,Male,1901,Population at Each Census from 1841 to 2016 (Number),50087
Cavan,Male,1911,Population at Each Census from 1841 to 2016 (Number),47743
Cavan,Male,1926,Population at Each Census from 1841 to 2016 (Number),43550
Cavan,Male,1936,Population at Each Census from 1841 to 2016 (Number),41446
Cavan,Male,1946,Population at Each Census from 1841 to 2016 (Number),38121
Cavan,Male,1951,Population at Each Census from 1841 to 2016 (Number),36187
Cavan,Male,1956,Population at Each Census from 1841 to 2016 (Number),33177
Cavan,Male,1961,Population at Each Census from 1841 to 2016 (Number),30277
Cavan,Male,1966,Population at Each Census from 1841 to 2016 (Number),28803
Cavan,Male,1971,Population at Each Census from 1841 to 2016 (Number),27819
Cavan,Male,1979,Population at Each Census from 1841 to 2016 (Number),28302
Cavan,Male,1981,Population at Each Census from 1841 to 2016 (Number),28338
Cavan,Male,1986,Population at Each Census from 1841 to 2016 (Number),28202
Cavan,Male,1991,Population at Each Census from 1841 to 2016 (Number),27314
Cavan,Male,1996,Population at Each Census from 1841 to 2016 (Number),27281
Cavan,Male,2002,Population at Each Census from 1841 to 2016 (Number),29015
Cavan,Male,2006,Population at Each Census from 1841 to 2016 (Number),32915
Cavan,Male,2011,Population at Each Census from 1841 to 2016 (Number),37013
Cavan,Male,2016,Population at Each Census from 1841 to 2016 (Number),38330
Cavan,Female,1841,Population at Each Census from 1841 to 2016 (Number),122344
Cavan,Female,1851,Population at Each Census from 1841 to 2016 (Number),87461
Cavan,Female,1861,Population at Each Census from 1841 to 2016 (Number),76403
Cavan,Female,1871,Population at Each Census from 1841 to 2016 (Number),70256
Cavan,Female,1881,Population at Each Census from 1841 to 2016 (Number),64839
Cavan,Female,1891,Population at Each Census from 1841 to 2016 (Number),55145
Cavan,Female,1901,Population at Each Census from 1841 to 2016 (Number),47454
Cavan,Female,1911,Population at Each Census from 1841 to 2016 (Number),43430
Cavan,Female,1926,Population at Each Census from 1841 to 2016 (Number),38902
Cavan,Female,1936,Population at Each Census from 1841 to 2016 (Number),35224
Cavan,Female,1946,Population at Each Census from 1841 to 2016 (Number),32234
Cavan,Female,1951,Population at Each Census from 1841 to 2016 (Number),30190
Cavan,Female,1956,Population at Each Census from 1841 to 2016 (Number),28563
Cavan,Female,1961,Population at Each Census from 1841 to 2016 (Number),26317
Cavan,Female,1966,Population at Each Census from 1841 to 2016 (Number),25219
Cavan,Female,1971,Population at Each Census from 1841 to 2016 (Number),24799
Cavan,Female,1979,Population at Each Census from 1841 to 2016 (Number),25418
Cavan,Female,1981,Population at Each Census from 1841 to 2016 (Number),25517
Cavan,Female,1986,Population at Each Census from 1841 to 2016 (Number),25763
Cavan,Female,1991,Population at Each Census from 1841 to 2016 (Number),25482
Cavan,Female,1996,Population at Each Census from 1841 to 2016 (Number),25663
Cavan,Female,2002,Population at Each Census from 1841 to 2016 (Number),27531
Cavan,Female,2006,Population at Each Census from 1841 to 2016 (Number),31088
Cavan,Female,2011,Population at Each Census from 1841 to 2016 (Number),36170
Cavan,Female,2016,Population at Each Census from 1841 to 2016 (Number),37846
Donegal,Both sexes,1841,Population at Each Census from 1841 to 2016 (Number),296448
Donegal,Both sexes,1851,Population at Each Census from 1841 to 2016 (Number),255158
Donegal,Both sexes,1861,Population at Each Census from 1841 to 2016 (Number),237395
Donegal,Both sexes,1871,Population at Each Census from 1841 to 2016 (Number),218334
Donegal,Both sexes,1881,Population at Each Census from 1841 to 2016 (Number),206035
Donegal,Both sexes,1891,Population at Each Census from 1841 to 2016 (Number),185635
Donegal,Both sexes,1901,Population at Each Census from 1841 to 2016 (Number),173722
Donegal,Both sexes,1911,Population at Each Census from 1841 to 2016 (Number),168537
Donegal,Both sexes,1926,Population at Each Census from 1841 to 2016 (Number),152508
Donegal,Both sexes,1936,Population at Each Census from 1841 to 2016 (Number),142310
Donegal,Both sexes,1946,Population at Each Census from 1841 to 2016 (Number),136317
Donegal,Both sexes,1951,Population at Each Census from 1841 to 2016 (Number),131530
Donegal,Both sexes,1956,Population at Each Census from 1841 to 2016 (Number),122059
Donegal,Both sexes,1961,Population at Each Census from 1841 to 2016 (Number),113842
Donegal,Both sexes,1966,Population at Each Census from 1841 to 2016 (Number),108549
Donegal,Both sexes,1971,Population at Each Census from 1841 to 2016 (Number),108344
Donegal,Both sexes,1979,Population at Each Census from 1841 to 2016 (Number),121941
Donegal,Both sexes,1981,Population at Each Census from 1841 to 2016 (Number),125112
Donegal,Both sexes,1986,Population at Each Census from 1841 to 2016 (Number),129664
Donegal,Both sexes,1991,Population at Each Census from 1841 to 2016 (Number),128117
Donegal,Both sexes,1996,Population at Each Census from 1841 to 2016 (Number),129994
Donegal,Both sexes,2002,Population at Each Census from 1841 to 2016 (Number),137575
Donegal,Both sexes,2006,Population at Each Census from 1841 to 2016 (Number),147264
Donegal,Both sexes,2011,Population at Each Census from 1841 to 2016 (Number),161137
Donegal,Both sexes,2016,Population at Each Census from 1841 to 2016 (Number),159192
Donegal,Male,1841,Population at Each Census from 1841 to 2016 (Number),145821
Donegal,Male,1851,Population at Each Census from 1841 to 2016 (Number),124723
Donegal,Male,1861,Population at Each Census from 1841 to 2016 (Number),115875
Donegal,Male,1871,Population at Each Census from 1841 to 2016 (Number),106080
Donegal,Male,1881,Population at Each Census from 1841 to 2016 (Number),100671
Donegal,Male,1891,Population at Each Census from 1841 to 2016 (Number),91478
Donegal,Male,1901,Population at Each Census from 1841 to 2016 (Number),86444
Donegal,Male,1911,Population at Each Census from 1841 to 2016 (Number),84627
Donegal,Male,1926,Population at Each Census from 1841 to 2016 (Number),78100
Donegal,Male,1936,Population at Each Census from 1841 to 2016 (Number),73924
Donegal,Male,1946,Population at Each Census from 1841 to 2016 (Number),70269
Donegal,Male,1951,Population at Each Census from 1841 to 2016 (Number),67964
Donegal,Male,1956,Population at Each Census from 1841 to 2016 (Number),62664
Donegal,Male,1961,Population at Each Census from 1841 to 2016 (Number),58501
Donegal,Male,1966,Population at Each Census from 1841 to 2016 (Number),55606
Donegal,Male,1971,Population at Each Census from 1841 to 2016 (Number),55424
Donegal,Male,1979,Population at Each Census from 1841 to 2016 (Number),62629
Donegal,Male,1981,Population at Each Census from 1841 to 2016 (Number),63962
Donegal,Male,1986,Population at Each Census from 1841 to 2016 (Number),65906
Donegal,Male,1991,Population at Each Census from 1841 to 2016 (Number),64817
Donegal,Male,1996,Population at Each Census from 1841 to 2016 (Number),65520
Donegal,Male,2002,Population at Each Census from 1841 to 2016 (Number),69016
Donegal,Male,2006,Population at Each Census from 1841 to 2016 (Number),73970
Donegal,Male,2011,Population at Each Census from 1841 to 2016 (Number),80523
Donegal,Male,2016,Population at Each Census from 1841 to 2016 (Number),79022
Donegal,Female,1841,Population at Each Census from 1841 to 2016 (Number),150627
Donegal,Female,1851,Population at Each Census from 1841 to 2016 (Number),130435
Donegal,Female,1861,Population at Each Census from 1841 to 2016 (Number),121520
Donegal,Female,1871,Population at Each Census from 1841 to 2016 (Number),112254
Donegal,Female,1881,Population at Each Census from 1841 to 2016 (Number),105364
Donegal,Female,1891,Population at Each Census from 1841 to 2016 (Number),94157
Donegal,Female,1901,Population at Each Census from 1841 to 2016 (Number),87278
Donegal,Female,1911,Population at Each Census from 1841 to 2016 (Number),83910
Donegal,Female,1926,Population at Each Census from 1841 to 2016 (Number),74408
Donegal,Female,1936,Population at Each Census from 1841 to 2016 (Number),68386
Donegal,Female,1946,Population at Each Census from 1841 to 2016 (Number),66048
Donegal,Female,1951,Population at Each Census from 1841 to 2016 (Number),63566
Donegal,Female,1956,Population at Each Census from 1841 to 2016 (Number),59395
Donegal,Female,1961,Population at Each Census from 1841 to 2016 (Number),55341
Donegal,Female,1966,Population at Each Census from 1841 to 2016 (Number),52943
Donegal,Female,1971,Population at Each Census from 1841 to 2016 (Number),52920
Donegal,Female,1979,Population at Each Census from 1841 to 2016 (Number),59312
Donegal,Female,1981,Population at Each Census from 1841 to 2016 (Number),61150
